date,load_mwh
2020-04-21,352.4446845433372
2020-04-22,353.06939902262917
2020-04-23,376.84292294546253
2020-04-24,350.0165190686142
2020-04-25,354.67154583755797
2020-04-26,351.0113140695807
2020-04-27,339.36052926992477
2020-04-28,362.15104105967805
2020-04-29,357.90438271833233
2020-04-30,357.94446229193784
2020-05-01,340.5763282923007
2020-05-02,363.32129804854776
2020-05-03,334.88521480156186
2020-05-04,354.3700153425894
2020-05-05,369.99120195982437
2020-05-06,337.75410361100563
2020-05-07,341.55707179521823
2020-05-08,347.7650508659939
2020-05-09,341.2703230981977
2020-05-10,330.32319399366884
2020-05-11,346.0285683884094
2020-05-12,334.2215323844451
2020-05-13,349.0708075259975
2020-05-14,334.61980301201106
2020-05-15,358.7815688961
2020-05-16,334.90706094105883
2020-05-17,338.9657126168241
2020-05-18,349.75777727914044
2020-05-19,328.7399642901836
2020-05-20,342.7391188231041
2020-05-21,352.9419563527212
2020-05-22,323.1919936746123
2020-05-23,340.49994313454147
2020-05-24,340.62988859726613
2020-05-25,345.21762207124664
2020-05-26,324.389297252834
2020-05-27,322.90493190475615
2020-05-28,340.67109696758735
2020-05-29,337.7554103757615
2020-05-30,336.6162854458307
2020-05-31,336.8937576076292
2020-06-01,325.93928877318035
2020-06-02,334.3648942437256
2020-06-03,334.26868519730067
2020-06-04,323.4830546234489
2020-06-05,348.5661527098012
2020-06-06,333.9220333686141
2020-06-07,316.53965276232526
2020-06-08,334.281125524584
2020-06-09,317.225825483954
2020-06-10,334.09492666156984
2020-06-11,337.05609684928794
2020-06-12,316.5042382065672
2020-06-13,333.5808423288908
2020-06-14,327.306250137551
2020-06-15,330.6259847340409
2020-06-16,340.59608121674233
2020-06-17,318.3931092676596
2020-06-18,312.52478455687856
2020-06-19,310.3787214560813
2020-06-20,310.3242942943542
2020-06-21,316.91697228542773
2020-06-22,320.3024120810263
2020-06-23,318.8582646668267
2020-06-24,323.5614662831982
2020-06-25,314.61599464807654
2020-06-26,328.2159758656333
2020-06-27,310.22729666380144
2020-06-28,339.26761063361243
2020-06-29,317.51372436634864
2020-06-30,301.87593934784775
2020-07-01,298.928640407565
2020-07-02,313.65218094252657
2020-07-03,305.78281578447985
2020-07-04,314.3477853637561
2020-07-05,311.13109777929645
2020-07-06,304.8622320526934
2020-07-07,296.3154961345464
2020-07-08,288.82923932069554
2020-07-09,298.70845963739566
2020-07-10,310.93536677264416
2020-07-11,303.71221021155236
2020-07-12,288.31615475352834
2020-07-13,301.7102482561287
2020-07-14,303.0393860181794
2020-07-15,289.55853707691267
2020-07-16,299.14863601459234
2020-07-17,297.4113672589022
2020-07-18,284.6213400517547
2020-07-19,298.8547925141428
2020-07-20,300.11499685150716
2020-07-21,304.572496075648
2020-07-22,303.51967682052964
2020-07-23,278.44971566600793
2020-07-24,282.09823066646777
2020-07-25,295.88246084403534
2020-07-26,295.13138524140953
2020-07-27,294.41144396392656
2020-07-28,327.0619787559212
2020-07-29,293.5237508053645
2020-07-30,298.45739685142445
2020-07-31,295.9355915529833
2020-08-01,292.21048237863135
2020-08-02,281.852257488131
2020-08-03,291.91062578713627
2020-08-04,275.9164858704527
2020-08-05,280.6083920609605
2020-08-06,277.4630309565737
2020-08-07,282.48395440349566
2020-08-08,304.16901109075263
2020-08-09,261.715856759095
2020-08-10,286.6262670783287
2020-08-11,263.02093587788596
2020-08-12,273.82267522575916
2020-08-13,288.83506317662483
2020-08-14,278.00177604164287
2020-08-15,266.0049904102366
2020-08-16,269.06309253344966
2020-08-17,282.4562100252135
2020-08-18,267.81125989650747
2020-08-19,276.74497271602354
2020-08-20,274.51250572909066
2020-08-21,267.02829400448434
2020-08-22,294.4825246147231
2020-08-23,278.8924993890341
2020-08-24,251.82370767509394
2020-08-25,273.47325629227703
2020-08-26,264.5363361440121
2020-08-27,279.2360791242941
2020-08-28,262.3562864395253
2020-08-29,268.71622263386746
2020-08-30,274.5080367013316
2020-08-31,277.7229111215586
2020-09-01,256.68233981601384
2020-09-02,264.9731129335405
2020-09-03,263.21449373424076
2020-09-04,261.0895958254404
2020-09-05,284.9496073313018
2020-09-06,271.0304060913699
2020-09-07,254.07072862193226
2020-09-08,275.57072582231257
2020-09-09,287.3398653717129
2020-09-10,276.18290773876174
2020-09-11,250.41835363548677
2020-09-12,260.53744480914327
2020-09-13,277.83064688102365
2020-09-14,257.8806875724289
2020-09-15,269.20559554565483
2020-09-16,272.33800404440683
2020-09-17,255.16093105003165
2020-09-18,263.6879270355428
2020-09-19,231.7378829122627
2020-09-20,253.78854054431093
2020-09-21,261.4031307714708
2020-09-22,251.3619559306444
2020-09-23,280.0894975312383
2020-09-24,249.4042255436089
2020-09-25,259.2601398525638
2020-09-26,264.9376545819248
2020-09-27,278.02738825515536
2020-09-28,249.25520228418574
2020-09-29,275.25940666695027
2020-09-30,263.7588326921029
2020-10-01,253.88494238828585
2020-10-02,268.3793862541275
2020-10-03,265.82206441303487
2020-10-04,257.91720112421336
2020-10-05,264.7200684609571
2020-10-06,260.2863490462659
2020-10-07,265.4068356039808
2020-10-08,271.039861448485
2020-10-09,280.44030215969076
2020-10-10,252.37821202997935
2020-10-11,286.2775501554876
2020-10-12,245.63176249544267
2020-10-13,263.85474232063405
2020-10-14,271.49019652297517
2020-10-15,268.6657981532811
2020-10-16,259.8921042817892
2020-10-17,264.31539887152
2020-10-18,261.75836848724606
2020-10-19,261.1006497471524
2020-10-20,275.8103250628909
2020-10-21,271.21847312239447
2020-10-22,261.06715982981564
2020-10-23,277.35402724154216
2020-10-24,271.8065393273134
2020-10-25,277.25132753951226
2020-10-26,275.8217032406107
2020-10-27,261.6516150479714
2020-10-28,264.7692386068305
2020-10-29,278.28669013205445
2020-10-30,277.3732668198427
2020-10-31,271.52934323748457
2020-11-01,273.3932890205819
2020-11-02,285.49105342053826
2020-11-03,267.30568161231156
2020-11-04,279.21182688224144
2020-11-05,272.250711727881
2020-11-06,272.6397964454478
2020-11-07,286.3603860931763
2020-11-08,284.1946792926211
2020-11-09,284.6552462716172
2020-11-10,290.16615124420406
2020-11-11,277.924033848507
2020-11-12,285.1474128703399
2020-11-13,275.85019191890854
2020-11-14,282.8304177946767
2020-11-15,278.93396359286794
2020-11-16,281.8625621796923
2020-11-17,287.5117700210897
2020-11-18,274.0557962581179
2020-11-19,303.8496994807118
2020-11-20,273.56330810966284
2020-11-21,272.18889091338946
2020-11-22,296.6286263044788
2020-11-23,293.6901331496741
2020-11-24,292.7497410975738
2020-11-25,293.5358800997578
2020-11-26,287.88247939089274
2020-11-27,279.79335766133926
2020-11-28,290.2931229767564
2020-11-29,283.5406452443512
2020-11-30,300.84843841860425
2020-12-01,290.4192222626317
2020-12-02,284.4347356372573
2020-12-03,290.28289533959855
2020-12-04,298.440025051112
2020-12-05,289.4941062667306
2020-12-06,287.7362456145529
2020-12-07,299.22864599388134
2020-12-08,300.08075863382714
2020-12-09,293.40674137563514
2020-12-10,294.6163961655737
2020-12-11,302.5031736613245
2020-12-12,286.56277643503125
2020-12-13,287.8347381929218
2020-12-14,295.5952589399218
2020-12-15,301.5198812327335
2020-12-16,307.64216235720977
2020-12-17,320.1692199403658
2020-12-18,314.87841581961925
2020-12-19,305.5919394180479
2020-12-20,307.89376265901836
2020-12-21,298.954076663408
2020-12-22,309.6922798920343
2020-12-23,307.89121022640154
2020-12-24,314.9074603613909
2020-12-25,304.3122839816586
2020-12-26,318.68396492889445
2020-12-27,329.72512971947344
2020-12-28,314.2184606701628
2020-12-29,320.23232771216306
2020-12-30,324.0263712800704
2020-12-31,314.02276564599254
2021-01-01,321.1859978155752
2021-01-02,319.9809087504309
2021-01-03,321.7412121240449
2021-01-04,313.9431200168134
2021-01-05,322.826132512749
2021-01-06,328.46761895474316
2021-01-07,338.9042162664243
2021-01-08,334.8889184186566
2021-01-09,347.72949798173784
2021-01-10,319.42344234437246
2021-01-11,336.7168989197732
2021-01-12,330.72116662772476
2021-01-13,351.67685958959083
2021-01-14,322.58371187003866
2021-01-15,323.1538736094864
2021-01-16,326.4378488144981
2021-01-17,312.06954138089037
2021-01-18,328.9234672388952
2021-01-19,327.45776175198944
2021-01-20,337.41640714387677
2021-01-21,340.18847925574147
2021-01-22,356.3859081828245
2021-01-23,347.97631083550004
2021-01-24,333.54526482691045
2021-01-25,331.1665054335804
2021-01-26,345.90008376545137
2021-01-27,328.60245813775447
2021-01-28,360.9367052694158
2021-01-29,355.22704840180955
2021-01-30,339.5443973851477
2021-01-31,327.90106947999885
2021-02-01,359.3599326997933
2021-02-02,345.45691939427735
2021-02-03,359.7536882097526
2021-02-04,332.19634009118045
2021-02-05,342.90363077747804
2021-02-06,349.69804592793963
2021-02-07,350.8548997711215
2021-02-08,346.61497697069666
2021-02-09,358.06552042817873
2021-02-10,341.8728591223613
2021-02-11,351.8277678607554
2021-02-12,355.1472822211269
2021-02-13,359.77155113192373
2021-02-14,362.41603488722586
2021-02-15,344.71589065678376
2021-02-16,341.27311626390735
2021-02-17,370.03231538800236
2021-02-18,361.209144316233
2021-02-19,351.02059192138427
2021-02-20,374.6252576854497
2021-02-21,360.86742726496544
2021-02-22,372.08909625379437
2021-02-23,361.5450947713399
2021-02-24,382.0393618065355
2021-02-25,379.5352991380892
2021-02-26,360.03014497981496
2021-02-27,372.7611349439026
2021-02-28,370.0124263695453
2021-03-01,377.7456892773387
2021-03-02,354.8981779421207
2021-03-03,371.8831683886557
2021-03-04,376.0692164570351
2021-03-05,348.34684907182407
2021-03-06,354.53776755345007
2021-03-07,346.4008617873069
2021-03-08,364.50855791935265
2021-03-09,374.773996969861
2021-03-10,383.00449615855484
2021-03-11,369.0905293970009
2021-03-12,384.99060343781616
2021-03-13,355.2444200084765
2021-03-14,352.3386309171991
2021-03-15,369.12995117862494
2021-03-16,373.8249298326407
2021-03-17,369.94197571889634
2021-03-18,349.8648813008855
2021-03-19,369.9041470387388
2021-03-20,357.9923026204667
2021-03-21,377.960921652155
2021-03-22,375.142873073955
2021-03-23,362.2762349657323
2021-03-24,366.7199098008808
2021-03-25,361.43535431136957
2021-03-26,371.55493833676155
2021-03-27,381.8726906707351
2021-03-28,362.58881703981086
2021-03-29,377.5966024395088
2021-03-30,367.34885285283514
2021-03-31,364.80321103467213
2021-04-01,371.7273556184981
2021-04-02,362.49616074285046
2021-04-03,367.3482202771771
2021-04-04,360.92727248751396
2021-04-05,392.5598580259911
2021-04-06,373.25702755663104
2021-04-07,365.8841695803906
2021-04-08,374.98352526659835
2021-04-09,371.6680419882218
2021-04-10,370.5145479455008
2021-04-11,378.7841921722241
2021-04-12,380.12128225617647
2021-04-13,367.1303157149153
2021-04-14,366.5517564776726
2021-04-15,369.41957516370513
2021-04-16,348.99663147567856
2021-04-17,356.69534166614125
2021-04-18,385.33312698948856
2021-04-19,387.9169852481768
2021-04-20,368.765736400748
2021-04-21,376.7963972916757
2021-04-22,373.90408370958374
2021-04-23,401.32725398235124
2021-04-24,381.46725767931355
2021-04-25,368.7116880377033
2021-04-26,360.1412054974845
2021-04-27,353.324385085637
2021-04-28,371.1023213327729
2021-04-29,361.1697223415057
2021-04-30,354.16305941945325
2021-05-01,361.55917396100347
2021-05-02,356.83579015307805
2021-05-03,384.13624038324133
2021-05-04,375.68209105424404
2021-05-05,366.37428503771224
2021-05-06,380.829355938944
2021-05-07,366.3672261516223
2021-05-08,356.5321989380471
2021-05-09,379.91579646609006
2021-05-10,369.60133879898444
2021-05-11,353.35578197639995
2021-05-12,361.32934240280235
2021-05-13,353.9696742466806
2021-05-14,348.37979378819364
2021-05-15,370.9404757106563
2021-05-16,380.2329219600408
2021-05-17,346.60245589376666
2021-05-18,365.6566985663833
2021-05-19,352.94913440852736
2021-05-20,354.0027233910143
2021-05-21,352.35850523936836
2021-05-22,349.0412440020961
2021-05-23,357.5555078875337
2021-05-24,348.1405586043535
2021-05-25,358.52522277021217
2021-05-26,354.67989579238974
2021-05-27,352.145650125216
2021-05-28,344.80378530979874
2021-05-29,347.44764642074927
2021-05-30,360.0970675432855
2021-05-31,356.8721941941577
2021-06-01,341.3996244351968
2021-06-02,351.4731603754603
2021-06-03,357.2910954235568
2021-06-04,332.37350738831515
2021-06-05,353.7846720708337
2021-06-06,341.00174325963525
2021-06-07,352.60450776119933
2021-06-08,338.530329914819
2021-06-09,327.3725935289368
2021-06-10,328.3988100820887
2021-06-11,344.4024666212826
2021-06-12,345.76102514141564
2021-06-13,333.3578561645285
2021-06-14,348.0194491305582
2021-06-15,324.2463477939195
2021-06-16,339.4245392865333
2021-06-17,327.19497360352193
2021-06-18,332.00282799303903
2021-06-19,338.20773117410823
2021-06-20,328.3389159312905
2021-06-21,332.30379777345985
2021-06-22,345.41583311130177
2021-06-23,328.7850367767358
2021-06-24,342.1096769126687
2021-06-25,321.65248931641077
2021-06-26,337.442655939023
2021-06-27,345.75386388084235
2021-06-28,305.8140568382287
2021-06-29,321.75288790095817
2021-06-30,334.68316888627066
2021-07-01,326.07212376364674
2021-07-02,331.00394366757433
2021-07-03,320.4425721919256
2021-07-04,326.538547380323
2021-07-05,323.306643340594
2021-07-06,335.7327975035525
2021-07-07,325.7917955417794
2021-07-08,325.81752669613456
2021-07-09,317.518199455502
2021-07-10,315.95818486153354
2021-07-11,315.70800448794455
2021-07-12,323.1797600563544
2021-07-13,314.22961013309066
2021-07-14,320.5442341422721
2021-07-15,337.61058796326785
2021-07-16,324.7812337277056
2021-07-17,312.0267179627672
2021-07-18,326.5198654796117
2021-07-19,309.65179726537116
2021-07-20,292.5804263281462
2021-07-21,302.11446811320866
2021-07-22,292.7258519809769
2021-07-23,307.1620968997402
2021-07-24,310.1101353290311
2021-07-25,325.94454081663855
2021-07-26,311.7093894332874
2021-07-27,305.5150240434242
2021-07-28,315.27219643709174
2021-07-29,284.14532667658216
2021-07-30,307.8980206244905
2021-07-31,312.54260471238024
2021-08-01,289.34727478057323
2021-08-02,314.8771910484538
2021-08-03,306.1386769921462
2021-08-04,297.92266277762144
2021-08-05,307.73317175324394
2021-08-06,323.4502881373606
2021-08-07,301.9084345589626
2021-08-08,301.9270045052432
2021-08-09,294.2150361193009
2021-08-10,289.68307077498827
2021-08-11,305.8669652463325
2021-08-12,288.3942823339185
2021-08-13,297.0719122349271
2021-08-14,290.99061243370517
2021-08-15,299.97791907535253
2021-08-16,297.95585881597424
2021-08-17,304.4361203170366
2021-08-18,288.41258623333715
2021-08-19,290.27675340158845
2021-08-20,282.6615150905208
2021-08-21,287.4909366539759
2021-08-22,295.2028259804826
2021-08-23,298.50705775246604
2021-08-24,281.23442819960286
2021-08-25,298.68276697530877
2021-08-26,303.085582863705
2021-08-27,293.21807015627655
2021-08-28,307.4183630664209
2021-08-29,280.4915067560564
2021-08-30,275.3742948879914
2021-08-31,269.63766766818014
2021-09-01,302.00205854055594
2021-09-02,293.21486249701525
2021-09-03,285.7579193774824
2021-09-04,288.769102716205
2021-09-05,274.3833832541514
2021-09-06,309.7779704914051
2021-09-07,286.30826802181673
2021-09-08,285.81914306469923
2021-09-09,291.7056345502598
2021-09-10,288.99456492897616
2021-09-11,286.1736410308713
2021-09-12,275.7942969639464
2021-09-13,288.19196293469304
2021-09-14,302.0898397064248
2021-09-15,296.5302643679988
2021-09-16,298.82862518874293
2021-09-17,277.6195908800963
2021-09-18,272.68504549533725
2021-09-19,281.186987258628
2021-09-20,282.8803401629946
2021-09-21,293.1577634522331
2021-09-22,265.19852837539037
2021-09-23,297.34061566917063
2021-09-24,280.40162058347653
2021-09-25,277.6641588178732
2021-09-26,271.77790778201665
2021-09-27,265.3311037646943
2021-09-28,290.10685270454525
2021-09-29,282.6185764856406
2021-09-30,269.01082309511236
2021-10-01,268.9994723680517
2021-10-02,278.6470368194099
2021-10-03,298.7645171480524
2021-10-04,279.5625950774705
2021-10-05,267.2260642466629
2021-10-06,279.91381231900624
2021-10-07,279.7725015752865
2021-10-08,255.6740870593908
2021-10-09,282.2579153586394
2021-10-10,280.664091643246
2021-10-11,290.1226996301871
2021-10-12,301.851981484029
2021-10-13,294.84439598288725
2021-10-14,281.1206753167183
2021-10-15,272.9895575452079
2021-10-16,310.0480491720609
2021-10-17,285.18058804900136
2021-10-18,285.01590098846816
2021-10-19,284.9377428614066
2021-10-20,287.4763336210602
2021-10-21,284.3824019333713
2021-10-22,280.4338507709985
2021-10-23,281.06020382568045
2021-10-24,286.57334930774283
2021-10-25,281.85239413266925
2021-10-26,280.5575155568883
2021-10-27,289.16307553295786
2021-10-28,285.9751619286163
2021-10-29,304.0042744977981
2021-10-30,262.9071914667134
2021-10-31,300.7975183185426
2021-11-01,302.82175431200756
2021-11-02,270.1182182036881
2021-11-03,287.9290977171832
2021-11-04,288.15791881528133
2021-11-05,278.3259270307518
2021-11-06,285.16381463023544
2021-11-07,282.38923632891016
2021-11-08,311.58263939471766
2021-11-09,303.9934335892748
2021-11-10,307.9405339621134
2021-11-11,303.0414963625281
2021-11-12,285.1453473828915
2021-11-13,291.81288243290567
2021-11-14,302.58501200718956
2021-11-15,286.1139583310362
2021-11-16,306.1198037072768
2021-11-17,297.2515824642885
2021-11-18,296.5818974719735
2021-11-19,308.12504136519993
2021-11-20,306.1532899616328
2021-11-21,298.8058984505535
2021-11-22,314.72325570631153
2021-11-23,293.04301965661926
2021-11-24,310.7458026007684
2021-11-25,311.25914899886476
2021-11-26,302.9830535208775
2021-11-27,310.098713984104
2021-11-28,295.0933884335156
2021-11-29,317.61999719975074
2021-11-30,307.31375622901356
2021-12-01,304.72622882800147
2021-12-02,321.2416444057415
2021-12-03,304.5133986577696
2021-12-04,298.2844728165161
2021-12-05,297.62178550089453
2021-12-06,320.07368188765554
2021-12-07,302.0410781849384
2021-12-08,333.2311557190412
2021-12-09,295.7075817280722
2021-12-10,334.34068625860976
2021-12-11,320.340892367646
2021-12-12,318.1232919552963
2021-12-13,314.50580823791285
2021-12-14,324.8155658889933
2021-12-15,321.32145055203426
2021-12-16,333.6085527042294
2021-12-17,324.59944521494623
2021-12-18,325.84547362955664
2021-12-19,321.59502644681504
2021-12-20,325.55354197054254
2021-12-21,330.0957735034049
2021-12-22,310.8134874852141
2021-12-23,315.3331400146754
2021-12-24,337.14961375032186
2021-12-25,332.32950940197935
2021-12-26,329.6865548265375
2021-12-27,332.6176584828129
2021-12-28,336.81721138094196
2021-12-29,328.85276299422026
2021-12-30,327.37691412639975
2021-12-31,338.0283972576911
2022-01-01,327.19632751713544
2022-01-02,341.9725661767218
2022-01-03,321.77380416030763
2022-01-04,350.0001620459312
2022-01-05,345.34265567197156
2022-01-06,344.0839091530744
2022-01-07,352.2560548187552
2022-01-08,359.98777163453093
2022-01-09,354.3787064144487
2022-01-10,326.726086274903
2022-01-11,333.2364745181587
2022-01-12,340.67881601529
2022-01-13,348.07976193315466
2022-01-14,353.88413418975335
2022-01-15,342.33539314013956
2022-01-16,352.3421337607067
2022-01-17,343.7983731001839
2022-01-18,346.1106172246079
2022-01-19,339.0283899255155
2022-01-20,344.7272444648906
2022-01-21,341.3024362482167
2022-01-22,345.91514489451725
2022-01-23,367.05954215916887
2022-01-24,347.87279721248285
2022-01-25,384.5284489384726
2022-01-26,363.96959663460984
2022-01-27,361.71028400081514
2022-01-28,352.0973364180361
2022-01-29,368.49626323089274
2022-01-30,356.5420695902497
2022-01-31,364.3166391132616
2022-02-01,389.4880677892444
2022-02-02,363.70967399507174
2022-02-03,376.9382090654882
2022-02-04,359.1808519870582
2022-02-05,366.62159718101293
2022-02-06,385.4298699371742
2022-02-07,362.1938828907965
2022-02-08,387.320832647351
2022-02-09,376.99756168188577
2022-02-10,365.009772132313
2022-02-11,377.66342054378276
2022-02-12,381.7601028131022
2022-02-13,378.93799407470254
2022-02-14,357.69291635522563
2022-02-15,366.78880883619837
2022-02-16,372.23957722452917
2022-02-17,374.6143993140891
2022-02-18,382.19863587980325
2022-02-19,378.39114491426864
2022-02-20,363.8717806908033
2022-02-21,381.6269954978879
2022-02-22,384.519207795038
2022-02-23,384.58796951882886
2022-02-24,390.3628124719778
2022-02-25,388.44724003934493
2022-02-26,385.24075681435426
2022-02-27,380.4760154101743
2022-02-28,365.0844170068534
2022-03-01,386.4940616635562
2022-03-02,384.7659744845998
2022-03-03,385.88333857263575
2022-03-04,370.86562469115336
2022-03-05,373.27508998394603
2022-03-06,395.05659443050416
2022-03-07,384.55567520539455
2022-03-08,392.1790335900664
2022-03-09,386.04654191729765
2022-03-10,386.44667938505455
2022-03-11,395.90404482167565
2022-03-12,381.71908187802535
2022-03-13,388.18520171679916
2022-03-14,382.9317610995679
2022-03-15,383.5260439931702
2022-03-16,385.0816706959748
2022-03-17,390.68293400748064
2022-03-18,383.9480626438029
2022-03-19,401.5527446231106
2022-03-20,380.29436475553837
2022-03-21,387.60253787097673
2022-03-22,385.2902688826827
2022-03-23,404.3591428614844
2022-03-24,392.0421108197829
2022-03-25,400.5675813708688
2022-03-26,375.5514427808238
2022-03-27,393.2207653859294
2022-03-28,399.57506499636867
2022-03-29,391.61534611491027
2022-03-30,401.5462951595469
2022-03-31,385.8028136038379
2022-04-01,405.13859058954466
2022-04-02,414.0887211475046
2022-04-03,387.51118230308055
2022-04-04,386.70957797223576
2022-04-05,405.7086979062509
2022-04-06,406.96605097395513
2022-04-07,385.922448193849
2022-04-08,386.915162311694
2022-04-09,388.25045434212853
2022-04-10,377.5603824150927
2022-04-11,381.74030586261955
2022-04-12,380.79274406495574
2022-04-13,383.04893330885113
2022-04-14,390.2582946665077
2022-04-15,392.8110536274422
2022-04-16,405.8232572837326
2022-04-17,380.1697006702631
2022-04-18,399.81716007831676
2022-04-19,387.64051681607043
2022-04-20,389.07808354014253
2022-04-21,396.0991534032665
2022-04-22,377.8879789962971
2022-04-23,392.6896248502315
2022-04-24,390.26655377085774
2022-04-25,393.24931752143124
2022-04-26,390.92563023701376
2022-04-27,412.2825507038722
2022-04-28,381.03432643035165
2022-04-29,381.77061399697504
2022-04-30,380.50482864916546
2022-05-01,380.82402287492283
2022-05-02,379.6345133012707
2022-05-03,397.51529515385255
2022-05-04,399.43420055879295
2022-05-05,379.11313831541315
2022-05-06,376.0760393281175
2022-05-07,388.6804344398246
2022-05-08,377.99856528153475
2022-05-09,389.39261040330297
2022-05-10,384.6231487671339
2022-05-11,366.9553872640152
2022-05-12,397.0952309632666
2022-05-13,399.07490747621824
2022-05-14,374.4729608468123
2022-05-15,376.197481646118
2022-05-16,382.3959036853645
2022-05-17,382.3338470254127
2022-05-18,385.0162049636236
2022-05-19,397.9639245697749
2022-05-20,375.51334082370323
2022-05-21,368.7107776918824
2022-05-22,362.30168712684764
2022-05-23,368.1770925196907
2022-05-24,374.53721580162585
2022-05-25,392.1869335204746
2022-05-26,368.4290883673985
2022-05-27,375.19810750801145
2022-05-28,372.14241147995585
2022-05-29,383.52857964229986
2022-05-30,396.2437823421068
2022-05-31,364.9875993535948
2022-06-01,364.7159549584333
2022-06-02,379.358471532319
2022-06-03,375.0349621227525
2022-06-04,385.97519821395554
2022-06-05,372.63260208659875
2022-06-06,362.47893846687253
2022-06-07,371.2505189754102
2022-06-08,375.6969201101834
2022-06-09,372.0746541180881
2022-06-10,368.1967887739375
2022-06-11,373.0395151557383
2022-06-12,373.3091847132212
2022-06-13,374.6762586879927
2022-06-14,366.5754271959717
2022-06-15,357.6462682012448
2022-06-16,360.00941060636103
2022-06-17,369.8281363806379
2022-06-18,348.81065659673897
2022-06-19,359.8801531119156
2022-06-20,351.47012630341857
2022-06-21,354.897993288055
2022-06-22,366.5992799935017
2022-06-23,354.9274043140583
2022-06-24,352.6801183793032
2022-06-25,337.8144694734741
2022-06-26,358.0710355848897
2022-06-27,356.2572547026436
2022-06-28,370.62757034610013
2022-06-29,345.10880195595524
2022-06-30,349.56885377104544
2022-07-01,349.06141277802385
2022-07-02,361.5320478637734
2022-07-03,343.9944670520539
2022-07-04,346.9277676432382
2022-07-05,349.4071246415026
2022-07-06,344.385589392062
2022-07-07,337.24748618023136
2022-07-08,342.846285769113
2022-07-09,350.8367596356108
2022-07-10,329.03209121387215
2022-07-11,339.82574126950146
2022-07-12,330.695886831451
2022-07-13,348.85111307349035
2022-07-14,320.8750813680322
2022-07-15,329.72703706634013
2022-07-16,338.30092967958467
2022-07-17,349.400104691197
2022-07-18,332.3071601162638
2022-07-19,326.6364563164591
2022-07-20,350.22804615162136
2022-07-21,316.16883858026495
2022-07-22,307.89814030959826
2022-07-23,333.5285273458647
